Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09848484396934509,0.09891301518016726,0.09848484396934509,0.09848484396934509,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09377502786949679,0.09377502786949679,0.09334685653448105,0.09334685653448105,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08692355014116032,0.08692355014116032,0.08649538457393646,0.08649538457393646,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08863620460033417,0.08906437579162842,0.08863620460033417,0.08863620460033417,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09120600670576096,0.09163417227537003,0.09120600670576096,0.09120600670576096,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.096772201359272,0.09720037270636592,0.096772201359272,0.096772201359272,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10148202627897263,0.10191096355175279,0.10148202627897263,0.10148202627897263,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.1057644784450531,0.10619264967023073,0.1057644784450531,0.1057644784450531,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11133066564798355,0.11175883685615368,0.11133066564798355,0.11133066564798355,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12160751968622208,0.12203569106186359,0.12160751968622208,0.12160751968622208,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12332019954919815,0.12374837094495825,0.12332019954919815,0.12332019954919815,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12075112484237446,0.12075112484237446,0.12032296508550644,0.12032296508550644,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11732583632558442,0.11732583632558442,0.11689766496419907,0.11689766496419907,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11818220466375351,0.11903854765498298,0.11818220466375351,0.11818220466375351,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11604132992379623,0.11604132992379623,0.1156131699681282,0.1156131699681282,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11090247449592468,0.11090247449592468,0.11047430336475372,0.11047430336475372,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10619264967023073,0.10619264967023073,0.1057644784450531,0.1057644784450531,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10405183322717482,0.10405183322717482,0.10362367331981659,0.10362367331981659,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10918983817100525,0.10961800944634731,0.10918983817100525,0.10918983817100525,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.1091898292864627,0.1091898292864627,0.10833349823951721,0.10833349823951721,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10490819210942215,0.10490819210942215,0.10448002070188522,0.10448002070188522,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10490814596414565,0.10533631718334564,0.10490814596414565,0.10490814596414566,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10704899579286575,0.10790532683853771,0.10704899579286575,0.10704899579286575,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10662090191773331,0.10662090191773331,0.10619273036718369,0.10619273036718369,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.1126151904463768,0.11304336174050399,0.1126151904463768,0.1126151904463768,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10961800944634731,0.10961800944634731,0.10918983817100525,0.10918983817100525,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11133066564798355,0.11218699663026477,0.11133066564798355,0.11133066564798355,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.1126151904463768,0.11347153303463117,0.1126151904463768,0.1126151904463768,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11261518430081349,0.11304335557157479,0.11218701303005219,0.11218701303005219,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11090247449592468,0.11090247449592468,0.11047430336475372,0.11047430336475372,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11047436927827889,0.11047436927827889,0.10961803793907166,0.10961803793907166,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10662090191773331,0.10662090191773331,0.10619273036718369,0.10619273036718369,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10276730485426147,0.10276730485426147,0.10233913362026215,0.10233913362026215,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09762854405345982,0.09762854405345982,0.096772201359272,0.096772201359272,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09163417227537003,0.09163417227537003,0.09120600670576096,0.09120600670576096,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09463135153055191,0.09505951708839619,0.09463135153055191,0.09463135153055191,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09805671125650406,0.09848487115144045,0.09805671125650406,0.09805671125650406,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09805671125650406,0.09891304248043907,0.09805671125650406,0.09805671125650406,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09848484396934509,0.09891301518016726,0.09848484396934509,0.09848484396934509,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09420319348748132,0.09420319348748132,0.09334685653448105,0.09334685653448105,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09334685653448105,0.09377502786949679,0.09334685653448105,0.09334685653448105,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09077783981519726,0.09077783981519726,0.09034967422485352,0.09034967422485352,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.08992148182069426,0.08992148182069426,0.0894925445318222,0.0894925445318222,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.0882080764343391,0.0882080764343391,0.0873517394065857,0.0873517394065857,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.0894925445318222,0.08992148182069426,0.0894925445318222,0.0894925445318222,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09334685653448105,0.09420319348748132,0.09334685653448105,0.09334685653448105,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08820803584420989,0.08820803584420989,0.08777986466884613,0.08777986466884613,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08349815862381987,0.08349815862381987,0.08306998759508133,0.08306998759508133,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08435451984405518,0.08478269102809866,0.08435451984405518,0.08435451984405518,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08221367411296977,0.08221367411296977,0.08135733753442764,0.08135733753442764,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08649538457393646,0.08692355014116032,0.08649538457393646,0.08649538457393646,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08777986466884613,0.08820803584420989,0.08777986466884613,0.08777986466884613,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09077781438827515,0.09163415104613304,0.09077781438827515,0.09077781438827515,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09120600670576096,0.09163417227537003,0.09120600670576096,0.09120600670576096,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09034966060075765,0.09034966060075765,0.0899214893579483,0.0899214893579483,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08949256998004468,0.08949256998004468,0.08906440436840057,0.08906440436840057,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08906437579162842,0.08906437579162842,0.08863620460033417,0.08863620460033417,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08863620130254457,0.08863620130254457,0.08777986466884613,0.08777986466884613,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.0813573554454438,0.0813573554454438,0.08092918992042542,0.08092918992042542,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.0775030882412242,0.0775030882412242,0.07707492262125015,0.07707492262125015,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07493406219400822,0.07493406219400822,0.07407772541046143,0.07407772541046143,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07707492262125015,0.0775030882412242,0.07707492262125015,0.07707492262125015,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07664673330815659,0.07664673330815659,0.07621856778860092,0.07621856778860092,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07921653985977173,0.08007287688058862,0.07921653985977173,0.07921653985977173,37228800,0.0,0.0
